200,7.54E-06
250,1.14E-05
260,1.24E-05
270,1.30E-05
280,1.38E-05
290,1.38E-05
300,1.58E-05
310,1.66E-05
320,1.75E-05
330,1.85E-05
340,1.95E-05
350,2.07E-05
